更新日期,#genre#
CCTV1,http://101.66.199.226:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路4
CCTV1,http://106.46.114.147:8011/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路5
CCTV1,http://113.220.235.28:9999/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路6
CCTV1,http://123.159.128.244:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路7
CCTV1,http://125.42.150.114:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路8
CCTV1,http://175.16.149.197:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路9
CCTV1,http://221.13.235.90:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路10
CCTV1,http://221.193.168.172:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路11
CCTV1,http://227w9f5104.zicp.fun:35455/gaoma/cctv1.m3u8$IPV4•线路12
CCTV1,http://227w9f5104.zicp.fun:35455/gaoma/cctv1.m3u8$IPV4•线路13
CCTV1,http://36.105.100.208:35455/gaoma/cctv1.m3u8$IPV4•线路14
CCTV1,http://36.105.100.208:35455/gaoma/cctv1.m3u8$IPV4•线路15
CCTV1,http://36.40.236.2:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路16
CCTV1,http://58.243.224.244:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路17
CCTV1,http://huashetou.fun:35455/gaoma/cctv1.m3u8$IPV4•线路18
CCTV1,http://huashetou.fun:35455/gaoma/cctv1.m3u8$IPV4•线路19
CCTV1,http://lt.hxtre.com:35455/gaoma/cctv1.m3u8$IPV4•线路20
CCTV1,http://lt.hxtre.com:35455/gaoma/cctv1.m3u8$IPV4•线路21
CCTV1,http://tv.nezha.su:35455/itv/6000000001000029752.m3u8?cdn=FifastbLive$IPV4•线路22
CCTV1,http://yc.myds.me:35455/gaoma/cctv1.m3u8$IPV4•线路23
CCTV1,http://yc.myds.me:35455/gaoma/cctv1.m3u8$IPV4•线路24
CCTV2,http://101.66.198.110:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路1
CCTV2,http://101.66.198.61:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路2
CCTV2,http://101.66.199.120:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路3
CCTV2,http://101.66.199.226:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路4
CCTV2,http://116.117.106.157:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路5
CCTV2,http://116.117.107.204:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路6
CCTV2,http://119.163.57.235:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路7
CCTV2,http://123.159.128.244:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路8
CCTV2,http://125.42.150.114:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路9
CCTV2,http://175.16.149.197:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路10
CCTV2,http://221.13.235.90:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路11
CCTV2,http://221.193.168.172:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路12
CCTV2,http://227w9f5104.zicp.fun:35455/gaoma/cctv2.m3u8$IPV4•线路13
CCTV2,http://227w9f5104.zicp.fun:35455/gaoma/cctv2.m3u8$IPV4•线路14
CCTV2,http://36.40.236.2:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路15
CCTV2,http://58.243.224.244:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路16
CCTV2,http://huashetou.fun:35455/gaoma/cctv2.m3u8$IPV4•线路17
CCTV2,http://huashetou.fun:35455/gaoma/cctv2.m3u8$IPV4•线路18
CCTV2,http://live.wqwqwq.sbs/itv/1000000001000023315.m3u8?cdn=ystenlive$IPV4•线路19
CCTV2,http://nas.suntao.online:35455/gaoma/cctv2.m3u8$IPV4•线路20
CCTV2,http://nas.suntao.online:35455/gaoma/cctv2.m3u8$IPV4•线路21
CCTV2,http://www.douzhicloud.site:35455/gaoma/cctv2.m3u8$IPV4•线路22
CCTV2,http://www.douzhicloud.site:35455/gaoma/cctv2.m3u8$IPV4•线路23
CCTV2,http://xiaoya.crccxw.top:35455/gaoma/cctv2.m3u8$IPV4•线路24
CCTV2,http://xiaoya.crccxw.top:35455/gaoma/cctv2.m3u8$IPV4•线路25
CCTV3,http://101.66.198.110:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路1
CCTV3,http://101.66.198.61:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路2
CCTV3,http://101.66.199.226:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路3
CCTV3,http://106.46.114.147:8011/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路4
CCTV3,http://112.81.218.254:35455/gaoma/cctv3.m3u8$IPV4•线路5
CCTV3,http://112.81.218.254:35455/gaoma/cctv3.m3u8$IPV4•线路6
CCTV3,http://119.163.57.235:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路7
CCTV3,http://123.159.128.244:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路8
CCTV3,http://125.42.150.114:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路9
CCTV3,http://175.16.149.197:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路10
CCTV3,http://221.13.235.90:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路11
CCTV3,http://221.193.168.172:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路12
CCTV3,http://3501776.xyz:35455/gaoma/cctv3.m3u8$IPV4•线路13
CCTV3,http://3501776.xyz:35455/gaoma/cctv3.m3u8$IPV4•线路14
CCTV3,http://36.105.100.208:35455/gaoma/cctv3.m3u8$IPV4•线路15
CCTV3,http://36.105.100.208:35455/gaoma/cctv3.m3u8$IPV4•线路16
CCTV3,http://36.40.236.2:9999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路17
CCTV3,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8$IPV4•线路18
CCTV3,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8$IPV4•线路19
CCTV3,http://live.wqwqwq.sbs/itv/6000000001000022313.m3u8?cdn=wasusyt$IPV4•线路20
CCTV3,http://nas.suntao.online:35455/gaoma/cctv3.m3u8$IPV4•线路21
CCTV3,http://nas.suntao.online:35455/gaoma/cctv3.m3u8$IPV4•线路22
CCTV4,http://101.66.198.110:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路1
CCTV4,http://101.66.198.222:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路2
CCTV4,http://101.66.198.61:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路3
CCTV4,http://101.66.199.226:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路4
CCTV4,http://106.46.114.147:8011/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路5
CCTV4,http://115.159.35.169:35455/gaoma/cctv4k.m3u8$IPV4•线路6
CCTV4,http://115.159.35.169:35455/gaoma/cctv4k.m3u8$IPV4•线路7
CCTV4,http://119.163.57.235:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路8
CCTV4,http://123.159.128.244:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路9
CCTV4,http://125.42.150.114:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路10
CCTV4,http://175.16.149.197:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路11
CCTV4,http://221.13.235.90:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路12
CCTV4,http://221.193.168.172:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路13
CCTV4,http://227w9f5104.zicp.fun:35455/gaoma/cctv4.m3u8$IPV4•线路14
CCTV4,http://227w9f5104.zicp.fun:35455/gaoma/cctv4.m3u8$IPV4•线路15
CCTV4,http://3501776.xyz:35455/gaoma/cctv4.m3u8$IPV4•线路16
CCTV4,http://3501776.xyz:35455/gaoma/cctv4.m3u8$IPV4•线路17
CCTV4,http://36.105.100.208:35455/gaoma/cctv4.m3u8$IPV4•线路18
CCTV4,http://36.105.100.208:35455/gaoma/cctv4.m3u8$IPV4•线路19
CCTV4,http://36.40.236.2:9999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路20
CCTV4,http://58.243.224.244:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路21
CCTV4,http://www.douzhicloud.site:35455/gaoma/cctv4.m3u8$IPV4•线路22
CCTV4,http://www.douzhicloud.site:35455/gaoma/cctv4.m3u8$IPV4•线路23
CCTV5,http://101.66.198.110:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路1
CCTV5,http://101.66.198.222:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路2
CCTV5,http://101.66.198.61:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路3
CCTV5,http://101.66.199.226:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路4
CCTV5,http://106.46.114.147:8011/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路5
CCTV5,http://113.220.235.28:9999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路6
CCTV5,http://115.159.35.169:35455/gaoma/cctv5.m3u8$IPV4•线路7
CCTV5,http://115.159.35.169:35455/gaoma/cctv5.m3u8$IPV4•线路8
CCTV5,http://117.14.55.26:35455/gaoma/cctv5.m3u8$IPV4•线路9
CCTV5,http://117.14.55.26:35455/gaoma/cctv5.m3u8$IPV4•线路10
CCTV5,http://119.163.57.235:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路11
CCTV5,http://123.159.128.244:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路12
CCTV5,http://125.42.150.114:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路13
CCTV5,http://175.16.149.197:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路14
CCTV5,http://221.193.168.172:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路15
CCTV5,http://36.40.236.2:9999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路16
CCTV5,http://huashetou.fun:35455/gaoma/cctv5.m3u8$IPV4•线路17
CCTV5,http://huashetou.fun:35455/gaoma/cctv5.m3u8$IPV4•线路18
CCTV5,http://live.wqwqwq.sbs/itv/1000000005000025222.m3u8?cdn=ystenlive$IPV4•线路19
CCTV5,http://nas.suntao.online:35455/gaoma/cctv5.m3u8$IPV4•线路20
CCTV5,http://nas.suntao.online:35455/gaoma/cctv5.m3u8$IPV4•线路21
CCTV5,http://xiaoya.crccxw.top:35455/gaoma/cctv5.m3u8$IPV4•线路22
CCTV5,http://xiaoya.crccxw.top:35455/gaoma/cctv5.m3u8$IPV4•线路23
CCTV5+,http://106.46.114.147:8011/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路1
CCTV5+,http://115.159.35.169:35455/gaoma/cctv5p.m3u8$IPV4•线路2
CCTV5+,http://115.159.35.169:35455/gaoma/cctv5p.m3u8$IPV4•线路3
CCTV5+,http://117.14.55.26:35455/gaoma/cctv5p.m3u8$IPV4•线路4
CCTV5+,http://117.14.55.26:35455/gaoma/cctv5p.m3u8$IPV4•线路5
CCTV5+,http://117.169.124.46:6410/ysten-businessmobile/live/hdcctv05plus/1.m3u8$IPV4•线路6
CCTV5+,http://117.169.124.46:6410/ysten-businessmobile/live/hdcctv05plus/1.m3u8$IPV4•线路7
CCTV5+,http://119.163.57.235:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路8
CCTV5+,http://home.kuaidi521.com:35455/gaoma/cctv5p.m3u8$IPV4•线路9
CCTV5+,http://home.kuaidi521.com:35455/gaoma/cctv5p.m3u8$IPV4•线路10
CCTV5+,http://live.wqwqwq.sbs/itv/6000000001000015875.m3u8?cdn=wasusyt$IPV4•线路11
CCTV5+,http://lt.hxtre.com:35455/gaoma/cctv5p.m3u8$IPV4•线路12
CCTV5+,http://lt.hxtre.com:35455/gaoma/cctv5p.m3u8$IPV4•线路13
CCTV6,http://101.66.198.110:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路1
CCTV6,http://101.66.198.222:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路2
CCTV6,http://101.66.198.61:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路3
CCTV6,http://101.66.199.120:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路4
CCTV6,http://106.46.114.147:8011/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路5
CCTV6,http://113.140.12.230:8888/newlive/live/hls/7/live.m3u8$IPV4•线路6
CCTV6,http://113.140.12.230:8888/newlive/live/hls/7/live.m3u8$IPV4•线路7
CCTV6,http://113.195.13.169:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路8
CCTV6,http://113.220.235.28:9999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路9
CCTV6,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-6/1.m3u8$IPV4•线路10
CCTV6,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-6/1.m3u8$IPV4•线路11
CCTV6,http://119.163.57.235:9901/tsfile/live/0006_2.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路12
CCTV6,http://123.159.128.244:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路13
CCTV6,http://125.42.150.114:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路14
CCTV6,http://175.16.149.197:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路15
CCTV6,http://221.13.235.90:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路16
CCTV6,http://221.193.168.172:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路17
CCTV6,http://36.40.236.2:9999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路18
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8$IPV4•线路19
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8$IPV4•线路20
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8$IPV4•线路21
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8$IPV4•线路22
CCTV6,http://58.57.40.22:9901/tsfile/live/1006_1.m3u8$IPV4•线路23
CCTV6,http://58.57.40.22:9901/tsfile/live/1006_1.m3u8$IPV4•线路24
CCTV6,http://live.wqwqwq.sbs/itv/1000000001000001737.m3u8?cdn=ystenlive$IPV4•线路25
CCTV7,http://101.66.198.110:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路1
CCTV7,http://101.66.198.61:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路2
CCTV7,http://101.66.199.226:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路3
CCTV7,http://106.46.114.147:8011/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路4
CCTV7,http://113.220.235.28:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路5
CCTV7,http://116.117.106.157:8096/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路6
CCTV7,http://116.117.107.204:8096/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路7
CCTV7,http://123.129.70.178:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路8
CCTV7,http://123.159.128.244:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路9
CCTV7,http://125.42.150.114:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路10
CCTV7,http://175.16.149.197:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路11
